accn|cik|entityName|loc|end|val
0001275158-19-000083|1275158|NOODLES & COMPANY|US-CO|2019-07-02|7567000
0001275187-20-000024|1275187|ANGIODYNAMICS INC|US-NY|2019-05-31|22829000
0001276187-19-000034|1276187|ENERGY TRANSFER LP|US-TX|2019-06-30|3645000000
0001558370-19-007262|1278027|B&G FOODS, INC.|US-NJ|2019-06-29|113536000
0001564590-19-034237|1280263|AMBARELLA, INC.|US-CA|2019-07-31|18912000
0001437749-19-015315|1280452|MONOLITHIC POWER SYSTEMS, INC.|US-WA|2019-06-30|26544000
0001280600-19-000044|1280600|ACCELERON PHARMA INC.|US-MA|2019-06-30|3548000
0001280776-19-000051|1280776|IMMUNIC, INC.|US-NY|2019-06-30|1462000
0001281774-19-000030|1281774|TOWN SPORTS INTERNATIONAL HOLDINGS INC|US-FL|2019-06-30|4987000
0001493152-19-011327|1281984|Social Life Network, Inc.|US-CO|2019-06-30|53518
0001553350-19-000807|1282224|DOLPHIN ENTERTAINMENT, INC.|US-FL|2019-06-30|769974
0001282266-20-000017|1282266|WINDSTREAM HOLDINGS, INC.|US-AR|2019-06-30|241500000
0001558370-19-007890|1282631|NETLIST INC|US-CA|2019-06-29|8100000
0001282637-19-000018|1282637|NEWMARKET CORP|US-VA|2019-06-30|164956000
0001283140-19-000028|1283140|HOLLY ENERGY PARTNERS LP|US-TX|2019-06-30|18115000
0001534424-19-000236|1285550|CLEARPOINT NEURO, INC.|US-CA|2019-06-30|1302456
0001618034-19-000016|1285785|MOSAIC CO|US-FL|2019-06-30|808600000
0001558370-19-007702|1285819|OMEROS CORPORATION|US-WA|2019-06-30|6260000
0001286225-19-000020|1286225|RealPage, Inc.|US-TX|2019-06-30|32673000
0001140361-19-015018|1286613|LINCOLN EDUCATIONAL SERVICES CORP|US-NJ|2019-06-30|18411000
0001193125-19-194379|1286681|DOMINOS PIZZA INC|US-MI|2019-06-16|82456000
0001286964-19-000014|1286964|HERON LAKE BIOENERGY, LLC|US-MN|2019-07-31|4172709
0001558370-19-007276|1287213|DOUGLAS DYNAMICS, INC.|US-WI|2019-06-30|18471000
0001287808-19-000028|1287808|HILL INTERNATIONAL, INC.|US-PA|2019-06-30|24631000
0001144204-19-039603|1288359|OTELCO INC.|US-AL|2019-06-30|1855000
0001437749-19-015210|1288403|W&T OFFSHORE INC|US-TX|2019-06-30|97893000
0001288469-19-000115|1288469|MaxLinear, Inc.|US-CA|2019-06-30|16995000
0001052918-19-000247|1288750|TIMBERLINE RESOURCES CORP|US-ID|2019-06-30|144235
0001288847-19-000106|1288847|Five9, Inc.|US-CA|2019-06-30|7534000
0001289308-19-000040|1289308|EnerSys|US-PA|2019-06-30|302808000
0001493152-19-011966|1289340|STEREOTAXIS, INC.|US-MO|2019-06-30|1642049
0001558370-19-006910|1289460|TEXAS ROADHOUSE, INC.|US-KY|2019-06-25|65799000
0001654954-19-009592|1289496|CBA FLORIDA, INC.|US-NV|2019-06-30|301
0001289636-19-000036|1289636|PROFIRE ENERGY, INC.|US-UT|2019-06-30|1415824
0001628280-19-009481|1289790|MACQUARIE INFRASTRUCTURE CORPORATION|US-NY|2019-06-30|49000000
0001289848-19-000031|1289848|HURON CONSULTING GROUP INC.|US-IL|2019-06-30|9456000
0001628280-19-008787|1289850|NEUROMETRIX, INC.|US-MA|2019-06-30|1017094
0001193125-19-216008|1290149|SIERRA ONCOLOGY, INC.|US-CA|2019-06-30|1203000
0001683168-19-002608|1290658|IIOT-OXYS Inc.|US-MA|2019-06-30|654147
0001140361-19-013997|1290677|TURNING POINT BRANDS, INC.|US-KY|2019-06-30|19768000
0001628280-20-003659|1290900|COMMERCIAL VEHICLE GROUP, INC.|US-OH|2019-06-30|93320000
0001558370-19-008016|1292519|InVivo Therapeutics Holdings Corp.|US-MA|2019-06-30|785000
0001214659-19-005152|1293310|Humanigen, Inc.|US-CA|2019-06-30|3573000
0001564590-19-032178|1293818|OpGen, Inc.|US-MD|2019-06-30|1258908
0001564590-19-028020|1293971|bluebird bio, Inc.|US-MA|2019-06-30|29458000
0001564590-19-029673|1294133|INOGEN, INC.|US-CA|2019-06-30|16071000
0001295947-19-000023|1295947|PRESTIGE CONSUMER HEALTHCARE INC.|US-NY|2019-06-30|62109000
0001296205-19-000074|1296205|ZAGG INC|US-UT|2019-06-30|70988000
0001296435-19-000118|1296435|Neenah Inc|US-GA|2019-06-30|59400000
0000919574-19-005683|1296484|TOP SHIPS INC.|GR-|2019-06-30|5909000
0001297184-19-000038|1297184|Amphastar Pharmaceuticals, Inc.|US-CA|2019-06-30|31462000
0001078782-19-000628|1297937|PARKS AMERICA, INC|US-GA|2019-06-30|57315
0001297989-19-000007|1297989|EXLSERVICE HOLDINGS, INC.|US-NY|2019-06-30|3269000
0001299130-19-000046|1299130|Pacific Biosciences of California, Inc.|US-CA|2019-06-30|8011000
0001493152-19-011990|1299139|TEARLAB CORP|US-CA|2019-06-30|1425000
0001300514-19-000073|1300514|LAS VEGAS SANDS CORP.|US-NV|2019-06-30|138000000
0001493152-19-013202|1300524|AMERICAN INTERNATIONAL HOLDINGS CORP.|US-TX|2019-06-30|3164
0001564590-19-029706|1300699|ATHENEX, INC.|US-NY|2019-06-30|15583000
0001493152-20-018415|1300734|SHINECO, INC.|CN-|2019-06-30|220119
0001301787-19-000061|1301787|BlueLinx Holdings Inc.|US-GA|2019-06-29|174860000
0001564590-19-030914|1302028|MANITEX INTERNATIONAL, INC.|US-IL|2019-06-30|44378000
0001493152-19-012216|1302946|TWO RIVERS WATER & FARMING CO|US-CO|2019-06-30|1292000
0001303652-19-000025|1303652|TABLEAU SOFTWARE INC|US-WA|2019-06-30|5214000
0001304280-19-000037|1304280|Novelis Inc.|US-GA|2019-06-30|1972000000
0001683168-19-002545|1304409|ATHENA GOLD CORPORATION|US-CA|2019-06-30|46053
0001558370-19-006936|1304421|CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.|US-IL|2019-06-30|44746000
0001305168-19-000058|1305168|ARC Document Solutions, Inc.|US-CA|2019-06-30|23778000
0001564590-19-030837|1305253|Eiger BioPharmaceuticals, Inc.|US-CA|2019-06-30|7194000
0001305773-19-000090|1305773|Conformis, Inc.|US-MA|2019-06-30|4182000
0001306830-19-000165|1306830|CELANESE CORPORATION|US-TX|2019-06-30|764000000
0001558370-19-006551|1307954|Huntsman Corporation|US-TX|2019-06-30|898000000
0001387131-19-006253|1308027|VYSTAR CORPORATION|US-MA|2019-06-30|736525
0001628280-19-010677|1308106|Teekay LNG Partners L.P.|-|2019-06-30|1169000
0001564590-19-030801|1308208|UNIVERSAL LOGISTICS HOLDINGS, INC.|US-MI|2019-06-29|95058000
0001628280-19-009872|1308547|DOLBY LABORATORIES, INC.|US-CA|2019-06-28|14304000
0001640334-19-002108|1308569|Major League Football, Inc.|US-FL|2019-07-31|1711238
0000919574-19-005925|1308858|DRYSHIPS INC.|GR-|2019-06-30|8900000
0001580695-19-000331|1309082|Camber Energy, Inc.|US-TX|2019-06-30|1386287
0001309402-19-000132|1309402|Green Plains Inc.|US-NE|2019-06-30|105802000
0001144204-19-039921|1309442|INSPRO TECHNOLOGIES CORP|US-PA|2019-06-30|920877
0001310114-19-000027|1310114|SERVICESOURCE INTERNATIONAL, INC.|US-CO|2019-06-30|2096000
0001548123-19-000183|1310630|China Foods Holdings Ltd.|HK-|2019-06-30|5133
0001564590-19-030807|1311241|INTERMOLECULAR INC|US-CA|2019-06-30|112000
0001493152-19-012010|1311538|CASTLE BRANDS INC|US-NY|2019-06-30|12879183
0001193125-19-201232|1313275|BRIGHTCOVE INC|US-MA|2019-06-30|7061000
0001564590-19-029987|1314102|EyePoint Pharmaceuticals, Inc.|US-MA|2019-06-30|6066000
0001213900-19-015726|1314196|THE OLB GROUP, INC.|US-NY|2019-06-30|543388
0001314727-19-000031|1314727|SONOS, INC.|US-CA|2019-06-29|153478000
0001104659-19-044557|1314772|SUMMER INFANT, INC.|US-RI|2019-06-29|24679000
0001214659-19-005015|1315061|Ridgewood Energy O Fund, LLC|US-NJ|2019-06-30|646000
0001315255-19-000107|1315255|GTT Communications, Inc.|US-VA|2019-06-30|128100000
0001564590-19-030584|1315257|KOPPERS HOLDINGS INC.|US-PA|2019-06-30|142100000
0001564590-19-030844|1316016|AQUANTIA CORP|US-CA|2019-06-30|6851000
0001213900-19-015054|1316517|KANDI TECHNOLOGIES GROUP, INC.|CN-|2019-06-30|77907803
0001185185-19-001116|1316644|AEROGROW INTERNATIONAL, INC.|US-CO|2019-06-30|837000
0001564590-19-028274|1316835|BUILDERS FIRSTSOURCE, INC.|US-TX|2019-06-30|516897000
0001317630-19-000012|1317630|ITC HOLDINGS CORP.|US-MI|2019-06-30|121000000
0001493152-19-011617|1317945|OMEGA FLEX, INC|US-PA|2019-06-30|1733000
0001564590-19-034359|1318008|Zumiez Inc|US-WA|2019-08-03|82859000
0001318084-19-000048|1318084|Core-Mark Holding Company, LLC|US-TX|2019-06-30|263200000
0001558370-19-006491|1318220|Waste Connections, Inc.|CA-ON|2019-06-30|408229000
0001318482-19-000007|1318482|KIDOZ INC.|AI-|2019-06-30|452044
0001558370-19-008532|1318484|CITI TRENDS, INC.|US-GA|2019-08-03|71303000
0001318568-19-000119|1318568|Everi Holdings Inc.|US-NV|2019-06-30|82010000
0001564590-19-026445|1318605|Tesla, Inc.|US-TX|2019-06-30|3133587000
0001318641-19-000025|1318641|Statera Biopharma, Inc.|US-CO|2019-06-30|274905
0001558370-19-007758|1318742|NCL CORPORATION LTD.|US-FL|2019-06-30|75776000
0001628280-19-010031|1319161|Warner Music Group Corp.|US-NY|2019-06-30|208000000
0001558370-19-007919|1319229|TransMontaigne Partners LLC|US-CO|2019-06-30|11123000
0001319947-20-000073|1319947|DESIGNER BRANDS INC.|US-OH|2019-08-03|289457000
0001628280-19-009790|1320414|SELECT MEDICAL HOLDINGS CORP|US-PA|2019-06-30|138015000
0001320461-19-000041|1320461|COOPER-STANDARD HOLDINGS INC.|US-MI|2019-06-30|415301000
0001320695-19-000137|1320695|TREEHOUSE FOODS, INC.|IL-|2019-06-30|525600000
0001437749-19-016801|1320760|TSS, Inc.|US-TX|2019-06-30|695000
0001193125-19-210767|1320854|FREIGHTCAR AMERICA, INC.|US-IL|2019-06-30|30141000
0001321732-19-000092|1321732|Penumbra, Inc|US-CA|2019-06-30|8743000
0001493152-19-011953|1321828|DATA CALL TECHNOLOGIES, INC.|US-TX|2019-06-30|27632
0001493152-19-012548|1321834|MyMD Pharmaceuticals, Inc.|US-MD|2019-06-30|1617718
0001628280-19-010177|1322439|EAGLE BULK SHIPPING INC.|US-CT|2019-06-30|6196328
0001558370-19-007621|1323468|GLOBAL PARTNERS LP|US-MA|2019-06-30|283127000
0001323885-19-000030|1323885|AtriCure, Inc.|US-OH|2019-06-30|12592000
0001564590-19-028275|1324272|Ruth’s Hospitality Group, Inc.|US-FL|2019-06-30|8819000
0001213900-19-014371|1324948|RBC BEARINGS INCORPORATED|US-CT|2019-06-29|51635000
0001104659-19-044403|1325618|IRADIMED CORPORATION|US-FL|2019-06-30|974747
0001564590-19-032182|1325740|ADVANCED     BIOENERGY, LLC|US-MN|2019-06-30|5517000
0001564590-19-030755|1325879|AVEO Pharmaceuticals, Inc.|US-MA|2019-06-30|1963000
0001553350-19-000787|1325964|Lightwave Logic, Inc.|US-CO|2019-06-30|115830
0001564590-19-029330|1326110|IMMUNITYBIO, INC.|US-CA|2019-06-30|1927000
0001326160-19-000189|1326160|DUKE ENERGY CORPORATION|US-NC|2019-06-30|2512000000
0001564590-19-031795|1326190|ALTIMMUNE, INC.|US-MD|2019-06-30|270097
0001558370-19-007912|1326200|GENCO SHIPPING & TRADING LIMITED|US-NY|2019-06-30|13344000
0001185185-19-001094|1326205|INDIA GLOBALIZATION CAPITAL, INC.|US-MD|2019-06-30|568000
0001326380-20-000119|1326380|GameStop Corp.|US-TX|2019-08-03|368300000
0001326428-19-000015|1326428|ROAN RESOURCES, INC.|US-OK|2019-06-30|85031000
0001213900-19-015864|1326706|NanoVibronix, Inc|US-NY|2019-06-30|343000
0001558370-19-007346|1326732|Xencor Inc|US-CA|2019-06-30|8994000
0001326801-19-000055|1326801|Meta Platforms, Inc.|US-CA|2019-06-30|655000000
0001327318-19-000040|1327318|TrueCar, Inc.|US-CA|2019-06-30|20400000
0001327567-20-000032|1327567|Palo Alto Networks Inc|US-CA|2019-07-31|73300000
0001564590-19-034373|1327688|Ooma Inc|US-CA|2019-07-31|10697000
0001327811-19-000156|1327811|WORKDAY, INC.|US-CA|2019-07-31|32540000
0001328143-19-000035|1328143|Adamas Pharmaceuticals, Inc.|US-CA|2019-06-30|6351000
0001144204-19-039544|1328792|TechPrecision Corporation|US-MA|2019-06-30|266443
0001558370-19-008123|1330436|LIQUIDIA TECHNOLOGIES INC|US-NC|2019-06-30|4099841
0001193125-19-243476|1333172|NAVIOS MARITIME HOLDINGS INC.|KY-|2019-06-30|88411000
0001628280-19-010326|1333493|EHEALTH, INC.|US-CA|2019-06-30|5523000
0001477932-20-004517|1333519|BAYING ECOLOGICAL HOLDING GROUP INC.|US-MI|2019-06-30|750
0001564590-19-024854|1333822|SemiLEDs Corp|TW-|2019-05-31|658000
0001564590-19-028778|1333835|Casa Systems, Inc|US-MA|2019-06-30|9203000
0001334036-19-000032|1334036|CROCS, INC.|US-CO|2019-06-30|100705000
0001493152-19-014137|1334325|CODA OCTOPUS GROUP, INC.|US-FL|2019-07-31|1606607
0001334978-19-000014|1334978|CLEAR CHANNEL OUTDOOR HOLDINGS, INC.|US-TX|2019-06-30|109645000
0001469709-19-000115|1335112|LOGIQ, INC.|US-NY|2019-06-30|87016
0001335258-19-000102|1335258|Live Nation Entertainment, Inc.|US-CA|2019-06-30|170274000
0001336047-19-000028|1336047|BOARDWALK PIPELINE PARTNERS, LP|US-TX|2019-06-30|59500000
0001336917-20-000056|1336917|UNDER ARMOUR, INC.|US-MD|2019-06-30|607382000
0001437749-19-016814|1337013|InfuSystem Holdings, Inc.|US-MI|2019-06-30|10206000
0001437749-19-016239|1337298|FUTUREFUEL CORP.|US-MO|2019-06-30|20705000
0001628280-19-010318|1337553|AERIE PHARMACEUTICALS INC|US-NC|2019-06-30|9098000
0001628280-19-010454|1337619|Envestnet, Inc.|US-IL|2019-06-30|15165000
0001338065-19-000020|1338065|DCP MIDSTREAM, LP|US-CO|2019-06-30|531000000
0001214659-19-005016|1338474|Ridgewood Energy Q Fund, LLC|US-NJ|2019-06-30|138000
0001564590-19-027378|1338749|POTLATCHDELTIC CORPORATION|US-WA|2019-06-30|14384000
0001193125-19-216854|1339469|CHIASMA, INC|US-MA|2019-06-30|3256000
0001339947-19-000031|1339947|VIACOM INC.|US-NY|2019-06-30|441000000
0001564590-19-032173|1339970|ATYR PHARMA, INC.|US-CA|2019-06-30|664000
0001340122-19-000084|1340122|CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.|US-IN|2019-06-30|252600000
0001340127-19-000159|1340127|CARBONITE INC|US-MA|2019-06-30|7787000
0001193125-19-212993|1340652|ChemoCentryx, Inc.|US-CA|2019-06-30|974000
0000919574-19-005909|1341170|EUROSEAS LTD.|GR-|2019-06-30|1740054
0001564590-19-031031|1341235|ALDEYRA THERAPEUTICS, INC.|US-MA|2019-06-30|2773987
0001564590-20-030125|1341439|Oracle Corporation|US-TX|2019-05-31|580000000
0001580695-19-000392|1341726|GULFSLOPE ENERGY, INC.|US-TX|2019-06-30|19376643
0001213900-19-014875|1341766|CELSIUS HOLDINGS, INC.|US-FL|2019-06-30|4263314
0001551163-19-000198|1342219|Kreido Biofuels, Inc.|HK-|2019-06-30|26185
0001342423-19-000026|1342423|Limoneira Company|US-CA|2019-07-31|16174000
0001342936-19-000025|1342936|ADVANCED VOICE RECOGNITION SYSTEMS, INC.|US-AZ|2019-06-30|44863
0001493152-19-012533|1342958|DIGITAL ALLY, INC.|US-KS|2019-06-30|1857620
0001564590-19-030785|1343304|AVEDRO INC|US-MA|2019-06-30|1974000
0001493152-19-013084|1343465|Sun Pacific Holding Corp|US-NJ|2019-06-30|229497
0001345016-19-000022|1345016|YELP INC.|US-CA|2019-06-30|2882000
0001062993-19-002817|1346022|Enertopia Corp.|US-NV|2019-05-31|277280
0001346302-19-000029|1346302|XERIS PHARMACEUTICALS INC|US-IL|2019-06-30|1840000
0001564590-19-030186|1346830|CARA THERAPEUTICS, INC.|US-CT|2019-06-30|2485000
0001144204-19-038193|1347858|22nd Century Group, Inc.|US-NY|2019-06-30|2220853
0001564590-19-030858|1348036|AVALARA, INC.|US-WA|2019-06-30|8197000
0001564590-19-034364|1348911|KALVISTA PHARMACEUTICALS, INC.|US-MA|2019-07-31|3103000
0001477932-19-005031|1350073|ICONIC BRANDS, INC.|US-NY|2019-06-30|81822
0001350102-19-000055|1350102|Ascent Solar Technologies, Inc.|US-CO|2019-06-30|2007572
0001628280-20-003720|1350381|INNERWORKINGS INC|US-IL|2019-06-30|139591000
0001350593-19-000044|1350593|MUELLER WATER PRODUCTS, INC.|US-GA|2019-06-30|70100000
0001564590-19-026337|1350653|ALPHATEC HOLDINGS, INC.|US-CA|2019-06-30|8178000
0001558370-19-007845|1351051|GENESIS HEALTHCARE, INC.|US-PA|2019-06-30|230474000
0001564590-19-029368|1351285|ROSETTA STONE INC|US-VA|2019-06-30|8472000
0001564590-19-030096|1351288|GW PHARMACEUTICALS PLC|GB-|2019-06-30|11757000
0001493152-20-007065|1351573|PURE HARVEST CORPORATE GROUP, INC.|US-CO|2019-06-30|210293
0001564590-19-029461|1351636|ShotSpotter, Inc.|US-CA|2019-06-30|1099000
0001352010-19-000028|1352010|EPAM SYSTEMS, INC.|US-PA|2019-06-30|6043000
0001352081-19-000022|1352081|CARDINAL ETHANOL, LLC|US-IN|2019-06-30|2906050
0001214659-19-005017|1352190|Ridgewood Energy S Fund, LLC|US-NJ|2019-06-30|324000
0001353283-19-000018|1353283|Splunk Inc.|US-CA|2019-07-31|25924000
0001493152-19-013048|1353487|TARONIS TECHNOLOGIES, INC.|US-AZ|2019-06-30|4092959
0001353499-19-000010|1353499|MAX SOUND CORPORATION|US-CA|2019-06-30|701312
0001079973-19-000473|1353970|China XD Plastics Co Ltd|-|2019-06-30|115275006
0001558370-19-007730|1355096|QURATE RETAIL, INC.|US-CO|2019-06-30|861000000
0001477932-20-005387|1355250|INNOVATION PHARMACEUTICALS INC.|US-MA|2019-06-30|2127000
0001078782-19-000658|1355677|MEXUS GOLD US|US-NV|2019-06-30|426117
0001564590-19-027475|1355754|INSTRUCTURE INC|US-UT|2019-06-30|9656000
0001564590-19-033042|1355790|INTERNATIONAL STEM CELL CORPORATION|US-CA|2019-06-30|731000
0001213900-19-014938|1355839|PALTALK, INC.|US-NY|2019-06-30|1525589
0001683168-19-002705|1355848|GENIUS BRANDS INTERNATIONAL, INC.|US-CA|2019-06-30|143278
0001356090-19-000011|1356090|PRECIGEN, INC.|US-MD|2019-06-30|8563000
0001213900-19-014998|1356093|Creative Realities, Inc.|US-KY|2019-06-30|1714000
0001356104-19-000031|1356104|MELLANOX TECHNOLOGIES, LTD.|US-CA|2019-06-30|73790000
0001356576-19-000025|1356576|Supernus Pharmaceuticals, Inc.|US-MD|2019-06-30|4081000
0001357204-19-000038|1357204|DUNKIN' BRANDS GROUP, INC.|US-MA|2019-06-29|58308000
0001193125-20-256715|1357450|HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.|CN-|2019-06-30|110384000
0001357615-19-000134|1357615|KBR, Inc.|US-TX|2019-06-30|611000000
0001564590-19-032150|1357874|Precision BioSciences, Inc.|US-NC|2019-06-30|2882000
0001472375-19-000037|1357878|PEPTIDE TECHNOLOGIES, INC.|US-NV|2019-06-30|49785
0001144204-19-039890|1357971|Energy Services of America Corporation|US-WV|2019-06-30|8110228
0001213900-19-016527|1358190|IT TECH PACKAGING, INC.|CN-|2019-06-30|1122764
0001358403-19-000106|1358403|Bellicum Pharmaceuticals, Inc.|US-TX|2019-06-30|2039000
0001553350-19-001022|1358633|SENTIENT BRANDS HOLDINGS INC.|US-NY|2019-06-30|73254
0001393905-19-000275|1358654|RED METAL RESOURCES, LTD.|CA-BC|2019-07-31|242874
0001564590-19-030393|1358762|Reata Pharmaceuticals, Inc.|US-TX|2019-06-30|4361000
0001359687-19-000012|1359687|RED TRAIL ENERGY, LLC|US-ND|2019-06-30|3099252
0001359841-20-000072|1359841|HANESBRANDS INC.|US-NC|2019-06-29|1026863000
0001171843-19-005225|1359931|Protara Therapeutics, Inc.|US-NY|2019-06-30|60000
0001360530-19-000054|1360530|VITAMIN SHOPPE, INC.|US-NJ|2019-06-29|36797000
0001387131-19-006042|1360565|WHERE FOOD COMES FROM, INC.|US-CO|2019-06-30|741701
0001628280-19-009285|1361113|VARONIS SYSTEMS, INC.|US-NY|2019-06-30|2299000
0001558370-19-007105|1361538|Primoris Services Corporation|US-TX|2019-06-30|218263000
0001564590-19-027392|1361983|ORBCOMM Inc.|US-NJ|2019-06-30|16276000
0001564590-19-028119|1362004|ICF International, Inc.|US-VA|2019-06-30|95068000
0001362468-19-000036|1362468|Allegiant Travel Company|US-NV|2019-06-30|32097000
0001091818-19-000203|1362516|Cleartronic, Inc.|US-FL|2019-06-30|513198
0001493152-19-012773|1362703|THERALINK TECHNOLOGIES, INC.|US-CO|2019-06-30|740393
0001364099-19-000013|1364099|INNOPHOS HOLDINGS, INC.|US-NJ|2019-06-30|51297000
0001214659-19-005018|1364397|Ridgewood Energy T Fund, LLC|US-NJ|2019-06-30|318000
0001364479-19-000023|1364479|HERC HOLDINGS INC.|US-FL|2019-06-30|296200000
0001628280-19-009397|1364885|Spirit AeroSystems Holdings, Inc.|US-KS|2019-06-27|1116400000
0001364954-19-000188|1364954|Chegg, Inc|US-CA|2019-06-30|3131000
0001558370-19-007073|1365038|LEAF GROUP LTD.|US-CA|2019-06-30|2190000
0001437749-19-015807|1365101|PRIMO WATER CORP|US-NC|2019-06-30|29899000
0001548123-19-000192|1365388|HIGH SIERRA TECHNOLOGIES, INC.|US-NV|2019-06-30|168227
0001171843-19-006389|1365916|AMYRIS, INC.|US-CA|2019-06-30|31459000
0001558370-19-007688|1366246|Glu Mobile Inc.|US-CA|2019-06-30|23792000
0001366340-19-000041|1366340|FINJAN HOLDINGS, INC.|US-CA|2019-06-30|4549000
0001558370-19-006834|1366527|CARBON BLACK, INC.|US-MA|2019-06-30|4967000
0001366561-19-000066|1366561|Smartsheet Inc.|US-WA|2019-07-31|2546000
0001366868-19-000063|1366868|GLOBALSTAR, INC.|US-LA|2019-06-30|7083000
0001367064-19-000010|1367064|ARCHROCK PARTNERS, L.P.|US-TX|2019-06-30|10158000
0001683168-19-002573|1367083|SONOMA PHARMACEUTICALS, INC.|US-GA|2019-06-30|1518000
0001367644-19-000038|1367644|EMERGENT BIOSOLUTIONS INC.|US-MD|2019-06-30|124500000
0001367920-19-000042|1367920|CONCERT PHARMACEUTICALS, INC.|US-MA|2019-06-30|610000
0001368148-19-000032|1368148|ATHERSYS, INC / NEW|US-OH|2019-06-30|10527000
0001368265-19-000012|1368265|CLEAN ENERGY FUELS CORP.|US-CA|2019-06-30|16462000
0001144204-19-039299|1368308|HIGHPOWER INTERNATIONAL, INC.|CN-|2019-06-30|64413566
0001368365-19-000037|1368365|Remark Holdings, Inc.|US-NV|2019-06-30|7696000
0001564590-19-027277|1368458|SALLY BEAUTY HOLDINGS, INC.|US-TX|2019-06-30|272629000
0001193805-19-000715|1368514|ADMA BIOLOGICS, INC.|US-NJ|2019-06-30|6788144
0001558370-19-008481|1368622|AEROVIRONMENT, INC.|US-VA|2019-07-27|11450000
0001493152-21-013007|1368637|Petrolia Energy Corp|-|2019-06-30|309140
0001104659-19-044260|1369241|DANAOS CORPORATION|-|2019-06-30|11350000
0001193125-19-215324|1369568|CATALYST PHARMACEUTICALS, INC.|US-FL|2019-06-30|3328726
0001370053-19-000027|1370053|ANAPTYSBIO, INC|US-CA|2019-06-30|10921000
0001558370-19-006953|1370450|Willdan Group, Inc.|US-CA|2019-06-28|30261000
0001370637-19-000146|1370637|ETSY, INC|US-NY|2019-06-30|20504000
0001370880-19-000029|1370880|Mandiant, Inc.|US-CA|2019-06-30|27246000
0001213900-19-014844|1371128|NEWHYDROGEN, INC|US-CA|2019-06-30|6174
0001371285-19-000189|1371285|TRUPANION, INC.|US-WA|2019-06-30|2117000
0001371451-19-000020|1371451|HIGHWATER ETHANOL, LLC|US-MN|2019-07-31|3714159
0001558370-19-007097|1371489|Information Services Group Inc.|US-CT|2019-06-30|8156000
0001564590-19-028359|1372020|Great Lakes Dredge & Dock Corporation|US-TX|2019-06-30|87923000
0001104659-19-053261|1372299|OCUGEN, INC.|US-PA|2019-06-30|5255972
0001372414-19-000065|1372414|AEROHIVE NETWORKS, INC|US-CA|2019-06-30|14061000
0001144204-19-038393|1372514|KIORA PHARMACEUTICALS, INC.|US-UT|2019-06-30|96580
0001564590-19-034260|1372612|Box, Inc.|US-CA|2019-07-31|18831000
0001193125-20-247160|1372920|NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.|CN-|2019-05-31|34057000
0001564590-19-030922|1373707|TETRAPHASE PHARMACEUTICALS INC|US-MA|2019-06-30|2079000
0001373715-19-000208|1373715|SERVICENOW, INC.|US-CA|2019-06-30|65711000
0001558370-19-006886|1374310|Cboe Global Markets, Inc.|US-IL|2019-06-30|9000000
0001851734-22-000611|1374328|FITLIFE BRANDS, INC.|US-NE|2019-06-30|2625000
0001564590-19-026388|1374535|ALTRA INDUSTRIAL MOTION CORP.|US-MA|2019-06-30|156500000
0001017386-20-000391|1374567|Luvu Brands, Inc.|US-GA|2019-06-30|2561000
0001564590-19-030904|1374690|Larimar Therapeutics, Inc.|US-PA|2019-06-30|2056000
0001493152-20-000477|1375063|SYNTHESIS ENERGY SYSTEMS INC|US-TX|2019-06-30|154000
0001375151-19-000108|1375151|ZOGENIX, INC.|US-CA|2019-06-30|3012000
0001558370-19-006974|1375205|UR-ENERGY INC.|US-CO|2019-06-30|580000
0001375365-20-000064|1375365|SUPER MICRO COMPUTER, INC.|US-CA|2019-06-30|360470000
0001654954-20-003175|1375618|AMAZING ENERGY OIL & GAS, CO.|US-TX|2019-07-31|1987826
0001493152-19-012135|1375793|GTX Corp|US-CA|2019-06-30|228974
0001376139-19-000053|1376139|CVR ENERGY, INC|US-TX|2019-06-30|323000000
0001171843-19-005548|1376321|ZW Data Action Technologies Inc.|CN-|2019-06-30|742000
0001376339-20-000052|1376339|MIMEDX GROUP, INC.|US-GA|2019-06-30|10792000
0001558370-19-007515|1377121|PROTAGONIST THERAPEUTICS, INC.|US-CA|2019-06-30|2787000
0001387131-19-006153|1377149|CAREVIEW COMMUNICATIONS, INC.|US-TX|2019-06-30|357084
0001214659-19-005019|1377178|Ridgewood Energy U Fund, LLC|US-NJ|2019-06-30|212000
0001377630-19-000089|1377630|NATIONAL CINEMEDIA, INC.|US-CO|2019-06-27|15500000
0001377789-20-000062|1377789|AVIAT NETWORKS, INC.|US-TX|2019-06-28|35605000
0001493152-19-014160|1378140|Ocean Power Technologies, Inc.|US-NJ|2019-07-31|98000
0001378453-19-000044|1378453|TravelCenters of America Inc. /MD/|US-OH|2019-06-30|194895000
0001437749-19-016847|1378590|BRIDGELINE DIGITAL, INC.|US-MA|2019-06-30|1312000
0001654954-19-008900|1378624|CELLULAR BIOMEDICINE GROUP, INC.|US-MD|2019-06-30|1351930
0001378718-19-000030|1378718|WESCO AIRCRAFT HOLDINGS, INC|US-CA|2019-06-30|216400000
0001378950-19-000035|1378950|CARPARTS.COM, INC.|US-CA|2019-06-29|40344000
